	Brazil	Canada	Italy	Bangladesh	India	Korea, Republic of	Lithuania	Costa Rica	Morocco	France	Syrian Arab Republic	Netherlands	Slovakia	Ireland	Argentina	Norway	Ecuador	Czech Republic	Israel	Australia	Lebanon	Singapore	Iceland	Iran, Islamic Republic of	Macedonia, the Former Yugoslav Republic of	Slovenia	Guatemala	China	Bosnia and Herzegovina	Armenia	Puerto Rico	Belgium	Thailand	Germany	Hong Kong	Poland	Spain	Moldova, Republic of	Ukraine	Georgia	Chile	Denmark	Philippines	Indonesia	Saudi Arabia	Turkey	United States	Russian Federation	Serbia	Belarus	Croatia	Finland	Japan	Switzerland	New Zealand	Taiwan, Province of China	Nepal	Bulgaria	Romania	Peru	Portugal	Estonia	Uruguay	Kazakhstan	Sweden	Mexico	Viet Nam	Azerbaijan	Venezuela, Bolivarian Republic of	South Africa	United Kingdom	Malaysia	Austria	Latvia	Tunisia	Colombia	Greece	Paraguay	Hungary	Montenegro	Cyprus	PCA1	PCA2	PCA3	PCA4	PCA5	PC1_sum	PC2_sum	clusters_kmeans
symphonic metal	0.225495594877	0.264741637013	0.193689222489	0.212138404784	0.118610122649	0.357022104155	0.631032997827	0.273039469961	0.257663471874	0.300665483131	0.408134769315	0.235885536952	0.574741463856	0.324857962809	0.364912870157	0.238419114825	0.295665928926	0.64505494139	0.20400104337	0.0812456058736	0.142747150013	0.404812136932	0.362803536738	0.289889441163	0.272482120456	0.212202716353	0.298245039342	0.36872736717	0.184643280323	0.132821161906	0.240541072771	0.318355917809	0.38949712053	0.594933339996	0.336949127904	0.624332740678	0.286347437941	0.266735840045	0.290873638295	0.22990729529	0.277014013746	0.284135674828	0.38884358477	0.353345975813	0.412500051615	0.321582277643	0.293651128622	0.298770177391	0.212196782295	0.309338418658	0.196062484303	0.117340806614	0.328157119519	0.240343734137	0.588121183675	0.378137998916	0.200834229306	0.23710390475	0.1489828563	0.303466815515	0.243588023782	0.61088022216	0.268000496233	0.302623182825	0.332840311167	0.278508239161	0.413832521025	0.136453354679	0.270868242881	0.623730934565	0.275739701652	0.414614199499	0.619720589257	0.640755420397	0.230035630963	0.265945427497	0.263726309092	0.294647173992	0.632191624412	0.25119997042	0.638489976881	0.229214211404	0.217110222526	0.230764167377	0.157016835842	0.143995026203	2.97640245762	-0.47081053172	0
baroque	0.264443873806	0.300793702021	0.23490328261	0.195123940015	0.147554051356	0.486611484966	0.686196214636	0.353263647513	0.338320217836	0.365202716188	0.403989030163	0.305085825676	0.660320033871	0.364707199244	0.43593765157	0.292211616722	0.366730143477	0.696993416903	0.220740621721	0.0812456058736	0.151787087058	0.487861122628	0.423910861347	0.369918597329	0.280395096356	0.221825888256	0.379723775151	0.494614068623	0.194770723264	0.16274547477	0.315477594185	0.377049292029	0.45006955936	0.712273686229	0.459770565893	0.663782417128	0.362757944954	0.276476693103	0.289489624337	0.261462931931	0.326188331349	0.365932774974	0.437726537734	0.400654969501	0.505684955599	0.434814122817	0.33384235563	0.302443974775	0.227898075587	0.30483017448	0.195905320015	0.106032860577	0.347873594105	0.318715768826	0.648421455482	0.544746480734	0.222791319419	0.231412494129	0.109916754055	0.353042831615	0.273666028511	0.668390859154	0.363399460386	0.321520004265	0.410689316822	0.358190145237	0.568630922048	0.157258473697	0.28204821311	0.688384743996	0.309909181336	0.4825338565	0.750555447705	0.706689802086	0.247502947592	0.349692614401	0.295883991548	0.369541540143	0.766083222669	0.267399845489	0.730918399203	0.162409610413	0.246804872976	0.190535024968	0.0294769251302	0.135862444396	3.48387616281	-0.661448924893	8
fusion	0.246100454938	0.291063352521	0.214371403001	0.30876355358	0.150477559742	0.440660142071	0.631450532358	0.309441581387	0.339906984011	0.352973627812	0.262628477623	0.261203967653	0.567145705021	0.344653794147	0.42133143277	0.253942942896	0.358608614972	0.598380469519	0.2203266201	0.0812456058736	0.144894497322	0.443543554921	0.396826681227	0.286934542963	0.289177953818	0.215915382979	0.306474509228	0.398291649851	0.186956543563	0.120079491533	0.286349835876	0.350770651341	0.4423216822	0.598501525736	0.387331098779	0.593135582818	0.319062568703	0.232089797561	0.263141811572	0.234743463168	0.356036679569	0.340078942997	0.407426573184	0.385121880541	0.438109996819	0.375509955446	0.320520766	0.270810286449	0.22521762428	0.278280450009	0.200225082427	0.0837757982684	0.433004346162	0.271852304653	0.641354011157	0.449215517738	0.221124199236	0.20058815294	0.17554116325	0.33498649127	0.262258473322	0.627273679392	0.357454417699	0.274563004647	0.348760342061	0.315188251278	0.406357596566	0.131022105971	0.273551828157	0.640084801411	0.293930807536	0.443578231443	0.633316077274	0.642309302647	0.257165079571	0.367730918615	0.27739848791	0.311459757506	0.655974906946	0.274836453357	0.675946255334	0.154686945379	0.177940232826	0.156932986807	0.133438205263	0.225056744778	3.18629826421	-0.480659143664	9
nu metal	0.318309724712	0.298838274127	0.222861751436	0.260334333414	0.153465683731	0.453790372296	0.740986870312	0.364214914428	0.272754414242	0.333976251792	0.284728027115	0.266098609311	0.672219309461	0.354551709815	0.428882283708	0.282144615637	0.377545266033	0.735840121651	0.227992297548	0.167665772282	0.142330529842	0.418060133992	0.388288117509	0.287528323379	0.285687350782	0.233064582091	0.403140616719	0.365542210686	0.212785683567	0.135068473153	0.328428708412	0.352741711532	0.456817042174	0.748773405118	0.348750947968	0.750611232009	0.329481632694	0.317977292342	0.355315712539	0.248549014934	0.356140948241	0.351618037866	0.417282605349	0.407749449132	0.462935009397	0.357448868622	0.318420242941	0.375147379359	0.233741969322	0.391657472223	0.219986268344	0.14537618532	0.381430682361	0.26913772924	0.693236501593	0.396213057957	0.295760759444	0.29487474862	0.109916754055	0.365721566089	0.279296644816	0.749532301539	0.342521339149	0.368895697784	0.388509803941	0.346638048031	0.399824158031	0.164016918586	0.376037089021	0.771333356819	0.314357530595	0.481242442913	0.745842496527	0.812425692311	0.241330206426	0.352158533301	0.284575216831	0.377582038102	0.782165526316	0.259438377275	0.740706916011	0.280745899799	0.0794582110499	0.243812203161	0.166739773535	0.0299559119728	3.5342356472	-0.548079868695	4
minimalism	0.221622562175	0.298478400221	0.224871663724	0.218514100673	0.153607344338	0.454474712566	0.700803997347	0.292542776161	0.320682418096	0.347945229491	0.335572877603	0.297860359613	0.672070666457	0.377739765757	0.387136492297	0.276184150642	0.331876190935	0.699025591926	0.211396640145	0.0812456058736	0.158527154559	0.492629135224	0.425399242394	0.369918597329	0.294728686255	0.223727045003	0.31877783978	0.473086503576	0.191206123092	0.138642675682	0.301203931412	0.377314639863	0.44670823631	0.683978639722	0.451445426727	0.658966711328	0.358308533998	0.264652072452	0.27384569105	0.257799821743	0.296558719687	0.343562804734	0.403281967351	0.368419935973	0.51607532113	0.402405162433	0.324371484188	0.27825123132	0.223925535578	0.28834760949	0.198575853721	0.0918179791413	0.313977891244	0.298302116517	0.621871328141	0.549428881725	0.219762625571	0.20816938601	0.133482353092	0.305490721339	0.26912962594	0.707858574232	0.299732605412	0.290986089104	0.387484735225	0.30431218075	0.53111406123	0.16088859714	0.263665472812	0.678149822788	0.309161617906	0.48986557741	0.711201042764	0.71829294033	0.261247352926	0.303465421953	0.298954102038	0.293214585727	0.734575813078	0.266990790835	0.753718312845	0.144822535407	0.276568248924	0.158016984238	0.0924933042011	0.100255853355	3.36355753957	-0.718586449578	8
acid jazz	0.247216484669	0.299689542916	0.225565021817	0.18523704047	0.13713383197	0.516062907171	0.714351512037	0.333964163981	0.324336210453	0.389755628246	0.226678145093	0.294798114612	0.722307758393	0.368356697458	0.424951823416	0.252673414219	0.390330427823	0.708821509969	0.227422397224	0.0933984417748	0.153250755833	0.441190673547	0.405742187298	0.262376925824	0.326048045439	0.240582547112	0.375914579448	0.370382851541	0.220338685792	0.134707268006	0.285118360935	0.369137986246	0.474739721535	0.662428207765	0.404713664517	0.670998102844	0.332236055673	0.265554946104	0.294582262821	0.26229414853	0.351796420227	0.343866246687	0.41775584633	0.552155700394	0.427535817654	0.423058387374	0.314150148489	0.303039260321	0.265218682431	0.306602174358	0.225957364598	0.0938966575206	0.486432526068	0.311577416892	0.700449474585	0.434681034089	0.188636260189	0.246572761494	0.119257133797	0.377792815726	0.276179668554	0.718513976624	0.331941222768	0.30337120739	0.333754660288	0.384019144314	0.389765345037	0.166744597523	0.352735569524	0.745519433545	0.325444832383	0.443391237439	0.690654010058	0.689891678794	0.309709912346	0.381262263135	0.297442052872	0.323421527962	0.799990231109	0.324691885131	0.676585312394	0.177419993883	0.13593762645	0.066969138882	0.144975715695	0.168684884277	3.46941470877	-0.585880951734	4
art pop	0.289434350893	0.367858917819	0.248134249557	0.197097389835	0.140076169568	0.5444545098	0.828214297015	0.323392985603	0.350812614758	0.392773693597	0.269470238115	0.2928552712	0.710006415251	0.440383647186	0.419890095255	0.357473711202	0.328201833892	0.710209098807	0.267092073498	0.0812456058736	0.168665327331	0.571811981571	0.504077085631	0.277174324627	0.324399106197	0.25793589501	0.315431793488	0.521772999802	0.233667150569	0.122479127955	0.355617147356	0.414632931814	0.514142916807	0.646468871257	0.491645517038	0.861076891783	0.363228086499	0.266398055301	0.292505136359	0.291446610169	0.343341691218	0.415097862313	0.515324611303	0.418545124522	0.558744464678	0.393184082183	0.417013129007	0.297010530875	0.27038852474	0.306030603088	0.237311785901	0.118609852488	0.445806942607	0.311308254429	0.870243772187	0.542503580269	0.222100971322	0.227415301236	0.145127038853	0.366457471741	0.337252922196	0.849429248384	0.304632314142	0.308667205298	0.528040796066	0.365454899485	0.520286232196	0.152637881121	0.348517811093	0.776804527064	0.371149341817	0.526415781285	0.73878012168	0.813584222058	0.27178886403	0.314570808387	0.312231545888	0.361110209388	0.747571885654	0.304499771459	0.712731783676	0.100827784485	0.176791245546	0.0419074575506	0.177272266731	0.0730076459072	3.78465689911	-0.844261792806	2
noise	0.230913642776	0.367425479526	0.251363160138	0.171952599769	0.132142365587	0.4470193741	0.691305485506	0.287400838412	0.295047618636	0.333012789835	0.211999343302	0.250616653262	0.597950246748	0.386672915565	0.426387604113	0.258436318653	0.303709177689	0.64541114116	0.234028127354	0.123092396923	0.123401434516	0.473265870532	0.426833506017	0.25494919853	0.333565251957	0.250923393643	0.278733303602	0.422450197968	0.209581563801	0.100515548504	0.352166384071	0.368002693108	0.459989548348	0.582883067768	0.401034962346	0.589987159752	0.362200123561	0.233280419667	0.268113507877	0.275198527986	0.392030457402	0.32154712845	0.39544140731	0.402200955006	0.459360166546	0.328991502272	0.428972150577	0.284108772223	0.241425461756	0.28539504367	0.233418990142	0.157109247934	0.405716528253	0.258122053536	0.799685435776	0.430234319229	0.200841840258	0.185846274788	0.138006394155	0.385048914196	0.337252922196	0.685956108028	0.305345676042	0.280031736514	0.361301007216	0.35661870558	0.383460080442	0.135233673737	0.28196216361	0.705700684772	0.319022110798	0.426437610632	0.652976995787	0.682970211307	0.245227341078	0.297192784407	0.330262082259	0.361221947094	0.684727216322	0.278431453553	0.603460496165	0.147990072007	0.117279213875	0.029502861942	0.205333058932	0.185195397646	3.31034302219	-0.550016632469	4
speed metal	0.265887210197	0.277148062095	0.208173643812	0.215384439803	0.138200930253	0.383388483781	0.664215921052	0.330819169978	0.267790039916	0.309747909069	0.277412178733	0.243525680801	0.590718678592	0.331583349426	0.39825309693	0.260581743332	0.330188989204	0.639905367881	0.216498663952	0.212496233606	0.134382469861	0.404426902069	0.37851845594	0.284436473869	0.285338512969	0.220122652977	0.329872468057	0.357380789796	0.209635158127	0.121755748718	0.285404418222	0.330738385557	0.424490665304	0.625918349868	0.342818791239	0.648464474408	0.311404168219	0.25861847499	0.291967462941	0.227045039011	0.326711756859	0.295779805009	0.391606747632	0.354370506866	0.412815999726	0.346879232441	0.295342628062	0.29558304343	0.223990680069	0.301813569342	0.210937928736	0.135805296286	0.371548757856	0.247913611933	0.609586520545	0.378821296982	0.234957690493	0.251773890069	0.145554405869	0.322087911383	0.26012916888	0.637251096827	0.302574891658	0.285398213878	0.366353222635	0.311101599617	0.388303744961	0.13901410397	0.295895769015	0.649558082266	0.283770028717	0.415849977885	0.637493343385	0.655808233776	0.231092132899	0.306308474762	0.284202028048	0.371761716926	0.669842819256	0.257308330573	0.643007954433	0.217370178163	0.132223607325	0.208718341734	0.209779224531	0.197392469341	3.13435869394	-0.420271140298	9
rockabilly	0.239904620697	0.286656340588	0.198785680288	0.175692224301	0.123122007258	0.371160105603	0.649170078558	0.265047319486	0.261500631252	0.310661431377	0.216334616472	0.253152551452	0.562315196253	0.3585727006	0.381644301222	0.265734126655	0.3150267532	0.605423325722	0.201153168457	0.0812456058736	0.114589991035	0.413582857455	0.376064580055	0.269943748539	0.265154337093	0.210132562553	0.288615293441	0.367173516675	0.183124689532	0.1070967301	0.247951112291	0.338766621144	0.400376784206	0.655534814166	0.350303925414	0.629886887619	0.309386366618	0.243437705998	0.269888416837	0.22654102371	0.302423982048	0.440153304754	0.390656456961	0.352951481473	0.417891242525	0.326841311236	0.313475030911	0.279746014719	0.215045940438	0.28869349534	0.199643431827	0.0926095474212	0.329774861042	0.256584016315	0.612085696618	0.381120183862	0.197376112228	0.198731507698	0.287933403244	0.324211807351	0.250971241197	0.623259803363	0.286025661073	0.285486399743	0.376115892897	0.299459187963	0.391172963712	0.126522009421	0.25966379112	0.634038479754	0.32214065708	0.420612181878	0.672086795964	0.641126013492	0.217264214409	0.286229122524	0.268037344324	0.306972506347	0.652869156561	0.249526355792	0.637268096012	0.152943578487	0.15169363619	0.171633391281	0.241534450939	0.184455559118	3.06519030819	-0.531797621919	9
experimental rock	0.236879953652	0.311486292261	0.238143332784	0.193388058479	0.132130200916	0.420586309877	0.697590296827	0.32679860816	0.28452122846	0.332568536979	0.245661960892	0.264177696612	0.598294596625	0.385670388953	0.48109254015	0.271592267303	0.335781299508	0.643476260957	0.253139530291	0.212496233606	0.130133414225	0.447671639879	0.440842533733	0.268920254842	0.322971824376	0.245001093233	0.306953652382	0.394563963642	0.215173765153	0.125037441958	0.315418913877	0.375691467391	0.423855912362	0.608921812195	0.355538033166	0.606163662082	0.34019012713	0.252927269296	0.277931062301	0.280223018249	0.366789605457	0.320000175318	0.404154807743	0.346389400575	0.489113520483	0.352256031967	0.35196640424	0.284421974048	0.24495355054	0.29101256873	0.226127208086	0.0931191289674	0.395632958177	0.26616384492	0.717224628467	0.416054000916	0.207652597841	0.201685356146	0.117279575024	0.359351995808	0.310015548857	0.664449123184	0.390340242259	0.281405841704	0.371196241788	0.361600166035	0.412034908959	0.135185381943	0.297767589625	0.685852385207	0.315625609909	0.426347328389	0.672292427154	0.682670567475	0.241460380308	0.319928209114	0.310385209257	0.346187676536	0.666330853167	0.291575665491	0.617327755951	0.170227806234	0.120680666138	0.0719578199098	0.194572317815	0.218341678627	3.29322797384	-0.478907929443	4
groove metal	0.234293115174	0.264988410633	0.196912641298	0.209821151673	0.128652231569	0.359300204647	0.619657179919	0.275286190624	0.255327919221	0.300910369843	0.267769144115	0.235828963507	0.553753185839	0.32536215428	0.373521509923	0.250958669077	0.302769544579	0.608498063142	0.208050975315	0.0812456058736	0.121185043929	0.404426902069	0.367478102253	0.27377333462	0.27332484935	0.210017419143	0.29764408856	0.351020288121	0.195879905913	0.115436855043	0.251186040125	0.318554961773	0.388957119467	0.607040488609	0.336928476025	0.615034819589	0.292200704005	0.254403016324	0.277958336882	0.225855017226	0.291384480574	0.298104175887	0.386679688575	0.346676525245	0.41314487744	0.323443476592	0.29377477827	0.278267305114	0.212970994511	0.292821854373	0.197780078958	0.120152345394	0.312812257052	0.239639368379	0.596356225047	0.376818786657	0.243905751749	0.232006926461	0.287933403244	0.306486021194	0.25427020703	0.618485915946	0.278517172492	0.281635030686	0.344060686631	0.286161597642	0.379227540948	0.128016978008	0.272270330568	0.639163313814	0.275696347024	0.414043907564	0.630686149607	0.659319318028	0.220662023186	0.277404851365	0.268500124975	0.302649443512	0.656125736582	0.251794805858	0.619603126706	0.20627951487	0.172572626224	0.203842049254	0.247007396421	0.189312236188	2.98910895978	-0.444870145177	0
rock n roll	0.322786938523	0.329759769556	0.232062177311	0.208099224932	0.155940206725	0.425871503719	0.751240038624	0.337248992911	0.304336218261	0.362488157517	0.244475065376	0.306042580239	0.692874717219	0.388152528796	0.575510288484	0.328352718915	0.378227311627	0.716391575791	0.238460275971	0.113255155819	0.134047212544	0.460652334392	0.416970806015	0.294573198828	0.286472953909	0.253170943469	0.356934509655	0.46135818494	0.20749493681	0.136301117294	0.303929115105	0.378240828115	0.45286024405	0.736878141487	0.438113040356	0.730153521462	0.383097856411	0.272427109842	0.316107594462	0.245727739914	0.348638499564	0.519512851695	0.427960863383	0.471512408682	0.465069436487	0.367075837603	0.35080396327	0.353875800784	0.238095192794	0.333482059164	0.227783636584	0.149139736579	0.506634773114	0.307569505298	0.718809769472	0.431020299531	0.247029862675	0.234002803406	0.109916754055	0.380963785824	0.273692762886	0.723185686661	0.465772824788	0.319565207987	0.452327391593	0.356552380098	0.455467515159	0.1495364122	0.310364644113	0.740951075557	0.352292951605	0.467241092926	0.758141586904	0.739269283985	0.23988786302	0.351077484758	0.29228521685	0.406654764542	0.75028745206	0.266056522977	0.749791225045	0.180383802051	0.088877041371	0.15276175008	0.0881740142927	0.129129304572	3.63052180379	-0.630903550926	2
funk rock	0.347294598542	0.330273026166	0.229508121949	0.21417884044	0.151787753755	0.464376340226	0.845169590315	0.361911738355	0.316601841245	0.367634902927	0.264147261393	0.308432937758	0.67122849829	0.383303477825	0.485540437146	0.297422328747	0.397601206719	0.723972032348	0.253514321893	0.0812456058736	0.140578562398	0.49553054947	0.417842957271	0.281592117594	0.29469514333	0.236663442809	0.370975847473	0.439674670376	0.211109829321	0.132844693515	0.328171376755	0.381498550534	0.493642311868	0.723717374256	0.431295019984	0.733339527267	0.352340827969	0.272466340893	0.299948788528	0.252958299849	0.517385002268	0.408831111113	0.506403174024	0.470495827178	0.498538159091	0.373624148631	0.360195232853	0.307185518359	0.240800388033	0.314434082852	0.224782087541	0.123966256152	0.408066045013	0.311652431806	0.762721668486	0.465505915192	0.245238246097	0.24543109207	0.109916754055	0.404823377439	0.280835118117	0.747136048501	0.387119324836	0.313903570256	0.428332373955	0.36851074429	0.463083790173	0.151579754405	0.352856155774	0.749205943567	0.337947561555	0.521219331431	0.738478536879	0.75042072679	0.247495247999	0.378740733794	0.293125369273	0.393162458827	0.748864162425	0.277646007719	0.744791226449	0.154497344459	0.0911483179176	0.148739195457	0.0769555715293	0.151949347146	3.66481603476	-0.672188827956	2
alternative pop	0.369331180522	0.330519038011	0.221092960545	0.208281377466	0.146855931042	0.529778053267	0.739861300073	0.312014905981	0.327606218426	0.392046751871	0.317670815357	0.318120466024	0.662709433035	0.381339357628	0.407992153549	0.3509490888	0.354075450987	0.733564920774	0.221679217232	0.118379929817	0.148338623866	0.574673651039	0.420462045975	0.283121042152	0.28027229577	0.222132511472	0.338864124113	0.571040239222	0.206480496467	0.122051294074	0.328515761828	0.425455030408	0.51755368181	0.691519905707	0.574476948017	0.727127665444	0.352224209031	0.267445966879	0.29029279496	0.248110320077	0.368598329796	0.421373894775	0.601192207254	0.549805772494	0.603801781521	0.487084834629	0.351078244407	0.29675271827	0.237242743985	0.305243158033	0.209158884873	0.134259929702	0.509031948385	0.311936129325	0.797213835701	0.592044298387	0.225576397936	0.222119139944	0.109916754055	0.375057559759	0.274442049317	0.770687344666	0.329219146832	0.319532151184	0.56193315524	0.363580792901	0.577874727845	0.149475112698	0.357969254987	0.729380055112	0.330107543861	0.597300543138	0.711568149018	0.739460497405	0.246790091116	0.32496309364	0.280971756092	0.358405585541	0.725620467053	0.284672012374	0.727294089874	0.0584210165404	0.178354197147	0.205461212782	0.10980904919	0.105007297351	3.73548097065	-0.837831180817	2
orchestral	0.245916206081	0.294190187598	0.214268136771	0.202857475298	0.155479138272	0.440057956683	0.651398100415	0.294243410663	0.309107823133	0.347191876232	0.369132118199	0.269933705467	0.685950249367	0.368236116764	0.393569475832	0.285005949353	0.320682739927	0.751363014065	0.210138123568	0.0812456058736	0.173811874953	0.465423268222	0.410916943492	0.369918597329	0.286389648823	0.224468913706	0.311065928405	0.544003546761	0.196351590134	0.144237082241	0.290587494749	0.356666394015	0.432715262818	0.676783603611	0.412044056312	0.694554073211	0.357703048193	0.279437909339	0.28967966814	0.248961341569	0.303640358846	0.339151136238	0.404530307194	0.369719817358	0.490399411903	0.382398689766	0.322623432412	0.304758804703	0.221771886237	0.30226018478	0.204763674739	0.102939711799	0.420443591397	0.283346368736	0.633562238848	0.496937735522	0.206384377873	0.221464568825	0.109916754055	0.326323970199	0.266907209772	0.644987590553	0.291119752314	0.330618544803	0.389196912312	0.307677062497	0.532119604586	0.16217566457	0.283587681279	0.680159031203	0.305642932572	0.472282789768	0.689250217748	0.668823288043	0.238552685141	0.295756863584	0.289306024703	0.318965034876	0.746431777011	0.267493786927	0.690925611678	0.177748413089	0.260033652944	0.187826668207	0.0780245952619	0.093441955153	3.34111849943	-0.654748339926	8
industrial rock	0.307384308827	0.342682132076	0.23688637052	0.238064246077	0.16042304179	0.466480782966	0.799983826183	0.390906041569	0.313235648134	0.366112744459	0.282800903154	0.288560705326	0.706035847482	0.392439078524	0.456871935017	0.309892623479	0.384183485673	0.752192643184	0.243375293146	0.0812456058736	0.151469520917	0.459026021553	0.426902090773	0.322834218973	0.331620591053	0.255830776964	0.388260805146	0.428846398267	0.243189999397	0.151972342211	0.36210338662	0.379517406972	0.469011525638	0.753687224607	0.377398714259	0.759460356274	0.358226543401	0.336065722166	0.376425928014	0.274892145272	0.376761801739	0.392640630924	0.43105271408	0.367766159525	0.502094603929	0.389314087877	0.367219598723	0.377691129473	0.252309300586	0.391657472223	0.23264483044	0.149198295192	0.403195086167	0.305735376884	0.785414789389	0.441051538082	0.231791054411	0.312662753624	0.109916754055	0.377812478635	0.290805264896	0.821121239464	0.366388392003	0.379051510629	0.434469098519	0.38220147006	0.428138750556	0.17715469312	0.367741327262	0.839047691457	0.342282394803	0.480217769102	0.784942686052	0.818637609733	0.271691670225	0.371545536427	0.315555866906	0.416070197539	0.797141737535	0.287391641298	0.766229699182	0.278368709034	0.114894945217	0.135711531301	0.121590181292	0.00894888892157	3.74288524042	-0.63052626707	2
chanson francaise	0.217889899447	0.264753026225	0.191722449251	0.170748650478	0.118239409173	0.356459568615	0.592909278767	0.243178247395	0.269056115249	0.475313994388	0.213050101225	0.236246266311	0.519840044084	0.325077616438	0.363668239902	0.23381138097	0.290979418828	0.567555721008	0.194766997976	0.0812456058736	0.115154283743	0.404814434722	0.36441017569	0.248173012779	0.258179140193	0.199404792461	0.275268307004	0.35163611856	0.173448295041	0.103236611271	0.239515234877	0.333048328157	0.389073752602	0.57129901213	0.337194605776	0.559357880774	0.287185921014	0.225024597034	0.254564538569	0.217447564683	0.276339196817	0.282794725394	0.386762830359	0.346566607656	0.410073192011	0.319098303947	0.293545654743	0.264174978915	0.203196782663	0.272093524377	0.185582401237	0.072112434355	0.304914015324	0.240224439728	0.587587661893	0.37741013636	0.188804909341	0.186170017368	0.109916754055	0.304272617717	0.24275445239	0.590132120519	0.266274084018	0.271509000878	0.326815229676	0.281145421773	0.381432323297	0.119267051836	0.245440143215	0.605292558054	0.275603601622	0.414096621273	0.598570320283	0.604328060879	0.219561643737	0.266925259364	0.256488227006	0.287181810438	0.597799750836	0.244891269904	0.580932185185	0.13213320522	0.148541835394	0.163266333716	0.160129762357	0.138947208014	2.87039331143	-0.516214580608	0
chanson	0.218836034994	0.26611722083	0.196605018886	0.172358363373	0.118398468063	0.356842814636	0.59335028269	0.243533305846	0.29081366625	0.475313994388	0.219758640212	0.242952022148	0.525644833058	0.325772194795	0.368829646255	0.23409132526	0.295029776049	0.581030576369	0.197035885102	0.0865775293272	0.121937073213	0.405201127741	0.367359377555	0.264788993127	0.263036486195	0.205265806869	0.275569063094	0.353973071991	0.176079946543	0.117231992237	0.239830828119	0.349069156178	0.389404483183	0.573595906989	0.337858730111	0.559959174851	0.293188387544	0.225906162694	0.254596299916	0.217818168062	0.277123143089	0.283299597283	0.386845792007	0.347026654978	0.412791951914	0.330170911218	0.293564767172	0.270038410299	0.203989789658	0.279808383485	0.188538406225	0.0737627377943	0.306118800911	0.244610183159	0.587721692552	0.38464990146	0.188987842353	0.189006695308	0.109916754055	0.307102805357	0.24370298802	0.590864975972	0.272095459305	0.275632415096	0.330062371539	0.277425725962	0.386456772814	0.121529590219	0.245576010217	0.605805757744	0.276113647429	0.41673208972	0.613008878418	0.60504305846	0.229054819077	0.273954627557	0.256880677195	0.287374703476	0.599086606708	0.246462483257	0.581749899245	0.138634220618	0.162117693332	0.15890298138	0.153868673421	0.137926009095	2.89800714712	-0.510689281122	0
progressive death metal	0.217706083141	0.264503766304	0.196696095205	0.211093836178	0.134185528354	0.356075490445	0.61726361523	0.287103036016	0.26526411163	0.303908809997	0.354766285839	0.2357282424	0.56849385128	0.324857962809	0.363441911264	0.259043262246	0.289875585193	0.597338853435	0.217601409823	0.0812456058736	0.132529411629	0.404426902069	0.368587401531	0.28242669524	0.284220112787	0.218825364985	0.278517041485	0.351020288121	0.200729208777	0.125107357353	0.251921146783	0.318195549833	0.3887423039	0.568069203301	0.336637067252	0.598430888242	0.286300912122	0.251714625376	0.263724753141	0.233230128681	0.291527068878	0.282803396222	0.386679688575	0.346389400575	0.409304474268	0.338337541198	0.293526500815	0.26338020895	0.220128325572	0.280813686812	0.202264954962	0.111205812281	0.306519443041	0.239605965022	0.592159860763	0.376818786657	0.233087359386	0.218377823768	0.287933403244	0.302974971439	0.255432943237	0.61356015217	0.265437634084	0.268633822052	0.331718766029	0.275725735814	0.382754657193	0.134140355737	0.273976835473	0.634652560806	0.275505389035	0.413683319199	0.600580195197	0.62010885882	0.240861292976	0.265225314316	0.275779200428	0.294036930816	0.636164805963	0.254272397694	0.617984657021	0.211859332613	0.22542584413	0.188419600212	0.238638383714	0.232265713651	2.95054054571	-0.411203053414	0
bluegrass	0.304517182767	0.417771088192	0.224644665395	0.243768004615	0.152943424176	0.459577968792	0.727502768486	0.33614671972	0.327271796615	0.351531654224	0.363011625934	0.375812360613	0.664112435723	0.426944242893	0.426642232094	0.362591540947	0.358451767563	0.702137712023	0.233937048495	0.0812456058736	0.159650709797	0.522482052358	0.435672255536	0.369918597329	0.282302773203	0.233270422877	0.344061539121	0.468117008689	0.209969241124	0.146393490464	0.320402625587	0.418040483609	0.49398425793	0.745381048603	0.452535927802	0.731911952494	0.381760487514	0.254279199986	0.290727709695	0.24284901741	0.340467052019	0.489386461643	0.488380197649	0.453109809757	0.631847324814	0.371076067874	0.46834951729	0.295663243597	0.243502057637	0.30492808008	0.242603198031	0.141904679561	0.321694998435	0.373906817451	0.754229496096	0.669405137775	0.273002968416	0.226881553611	0.109916754055	0.366153012995	0.272650420693	0.767535097193	0.340729498782	0.303792678976	0.557860119188	0.342293933751	0.537378593096	0.138940731605	0.324652682183	0.829293232272	0.391958461827	0.513513605384	0.772452878751	0.737547590943	0.238663537378	0.341161368236	0.290969949802	0.357957453602	0.741454608481	0.289991440465	0.721618765119	0.0971091160737	0.217158474238	0.175138615583	0.0569371766823	0.0807825954962	3.7210095382	-0.809605366213	2
