tag key	38	86	114	90	12	13	53	55	108	14	4	67	118	19	40	119	60	144	43	44	51	141	46	36	104	74	138	123	48	10	129	52	126	49	133	130	62	132	96	66	35	110	33	34	23	131	99	88	57	78	1	125	81	9	89	140	20	80	111	107	122	7	5	106	124	8	102	121	143	94	2	37	18	128	64	25	145	127	139	112	68	29	69	27	79	39	93	26	61	24	82	21	63	15	113	54	97	103	45	91	151	95	41	101	116	70	84	17	22	3	100	50	30	76	137	109	11	87	75	105	115	32	73	136	92	6	98	72	58	42	71	28	142	134	47	152	154	59	65	120	85	16	150	56	83	153	117	77	156	147	146	148	135	31	155	149	157	159	158
tag name	rock	pop	indie	electronic	alternative	classic rock	folk	indie rock	soul	alternative rock	dance	indie pop	rap	jazz	acoustic	ambient	hard rock	experimental	classical	house	blues	metal	new wave	hip hop	funk	punk	psychedelic	britpop	latin	heavy metal	electro	progressive rock	synthpop	dubstep	electropop	reggae	oldies	indie folk	grunge	techno	psychedelic rock	country	emo	disco	rnb	punk rock	soft rock	thrash metal	contemporary classical	swing	folk rock	trance	trip hop	progressive metal	glam rock	alternative metal	ska	industrial	metalcore	death metal	melodic death metal	black metal	post punk	romantic	blues rock	post rock	world music	doom metal	gothic metal	industrial metal	power metal	soundtracks	stoner rock	art rock	modern classical	brutal death metal	gothic rock	new age	neoclassical	avant garde	screamo	symphonic metal	baroque	fusion	nu metal	minimalism	acid jazz	art pop	noise	speed metal	rockabilly	experimental rock	groove metal	rock n roll	funk rock	alternative pop	orchestral	industrial rock	chanson francaise	chanson	progressive death metal	bluegrass	gospel	nu jazz	crossover	folk metal	smooth jazz	post grunge	minimalist	jazz fusion	melodic metal	psychedelic folk	country rock	hardcore punk	christian rock	a cappella	sludge	post hardcore	glam metal	grindcore	viking metal	opera	krautrock	ballads	dnb	neofolk	classical music	technical death metal	sludge metal	musicals	prog rock	jazz rock	contemporary jazz	trash metal	stoner metal	symphonic black metal	melodic black metal	british rock	avantgarde	flamenco	classical guitar	symphonic	atmospheric black metal	modern rock	jazz funk	pagan metal	mathcore	post metal	medieval	electroacoustic	folk punk	death doom metal	choral	crust punk	progressive black metal	ambient black metal	renaissance	early music	pagan black metal
Ukraine	0.120036	0.058145	0.079725	0.087738	0.074659	0.036453	0.022087	0.03033	0.017151	0.037602	0.018216	0.015761	0.016618	0.012752	0.012152	0.017692	0.023423	0.015882	0.011378	0.010833	0.011376	0.021802	0.010181	0.007371	0.006951	0.012544	0.006885	0.009042	0.000708	0.012774	0.007256	0.00672	0.008408	0.007119	0.004463	0.005683	0.004308	0.002598	0.005192	0.004943	0.004085	0.00257	0.004791	0.001928	0.001628	0.004361	0.00183	0.004329	0.002143	0.002516	0.001569	0.003898	0.002461	0.002621	0.002367	0.004664	0.002973	0.004537	0.007778	0.002553	0.003323	0.000996	0.001879	0.000822	0.001961	0.001891	0.000498	0.001425	0.002754	0.003715	0.002632	0.001031	0.001444	0.001322	0.000736	0.000233	0.002386	0.001528	0.000884	0.000746	0.0026	0.002603	0.000716	0.000338	0.001721	0.000485	0.000746	0.000524	0.000443	0.001021	0.000727	0.000504	0.001152	0.00066	0.000498	0.000394	0.00054	0.001002	0.000269	0.000137	0.000318	0.00024	0.000249	0.000286	0.000507	0.00047	0.000147	0.000551	0.000201	8.8e-05	0.000407	0.000122	0.00017	0.000268	0.001145	6e-06	0.000232	0.000563	0.00039	0.000105	0.000242	7.2e-05	7.7e-05	5.8e-05	0.000338	0.000267	8.3e-05	2.3e-05	0.000148	0	6.3e-05	6.1e-05	1e-05	0.000114	5.6e-05	0.000129	3e-05	8.2e-05	0.000234	0	6.8e-05	0.000155	8.2e-05	0.000256	3.1e-05	0.000157	0.000363	5.8e-05	0.000132	1e-05	0.000147	2.3e-05	7e-06	3.1e-05	0	3e-06	0	0	0
Georgia	0.092312	0.061743	0.09108	0.09664	0.067476	0.034148	0.028862	0.033272	0.022504	0.026594	0.017688	0.017671	0.019611	0.019556	0.010785	0.029178	0.014083	0.030622	0.020956	0.010034	0.013154	0.011278	0.011966	0.011674	0.009088	0.007755	0.011848	0.009178	0.001867	0.006723	0.007793	0.010127	0.008049	0.006381	0.003855	0.002905	0.004297	0.003589	0.004788	0.011034	0.004317	0.0027	0.002519	0.002833	0.0019	0.0025	0.001713	0.002471	0.003476	0.002037	0.001917	0.001252	0.003015	0.003251	0.002095	0.001984	0.0015	0.003314	0.001125	0.001827	0.001408	0.001156	0.002311	0.002587	0.00158	0.002177	0.00053	0.001522	0.000892	0.001251	0.000717	0.001175	0.000957	0.001496	0.001449	0.000253	0.001745	0.001473	0.001259	0.003023	0.000367	0.001123	0.001103	0.000735	0.000747	0.001194	0.000993	0.001004	0.001169	0.000361	0.000536	0.000987	0.000516	0.000414	0.000483	0.000411	0.000595	0.000597	8.8e-05	7.9e-05	0.000599	0.000208	0.000405	0.000434	0.000256	3.1e-05	0.000243	0.000191	0.000337	0.000318	0.000186	0.000386	0.000185	5.8e-05	8e-06	7e-06	0.000197	0.000164	0.000107	8.9e-05	5e-05	0.000157	0.000452	7.3e-05	2.2e-05	0.00056	0.000227	0.00013	0.000109	0	0.000144	7.5e-05	4.9e-05	6.4e-05	4.1e-05	7.5e-05	3.2e-05	7.9e-05	0.000292	0	7.3e-05	8.9e-05	5.1e-05	1.9e-05	6.5e-05	7e-06	2.8e-05	2.3e-05	4e-05	1.9e-05	0	4.5e-05	3.3e-05	5e-06	1e-05	6e-06	0	0	0
Chile	0.11654	0.098697	0.082513	0.069971	0.066668	0.037505	0.027763	0.031222	0.020142	0.031275	0.027001	0.020998	0.015363	0.01207	0.010577	0.006753	0.014844	0.011841	0.007503	0.010656	0.008275	0.011762	0.017186	0.009301	0.010922	0.011117	0.009593	0.010836	0.033533	0.006701	0.006967	0.00901	0.009619	0.004285	0.008001	0.010834	0.003954	0.002763	0.007725	0.002259	0.004041	0.002007	0.002902	0.00432	0.002855	0.003575	0.002557	0.003083	0.000463	0.001315	0.002025	0.00134	0.001618	0.002063	0.002425	0.001918	0.004629	0.001787	0.000864	0.001927	0.000271	0.004532	0.002519	0.001021	0.001036	0.001014	0.001129	0.000237	0.000109	0.000843	0.000256	0.000482	0.000793	0.001088	0.000128	0.00474	0.000603	4.3e-05	0.000134	0.001022	0.000153	3.3e-05	0.000504	0.001342	0.000765	0.000243	0.000703	0.00048	0.000993	0.000694	0.000591	0.000693	0.000361	0.000422	0.001314	0.000478	0.000208	0.000421	2e-05	4e-05	0.000231	0.00021	0.000204	0.000103	0.000419	7e-06	0.00019	0.000255	7.1e-05	0.000373	8.5e-05	0.000211	0.000182	0.000433	3.7e-05	5e-06	0.000141	0.000101	0.000185	0.000231	2.3e-05	7.1e-05	0.000149	8.6e-05	4.6e-05	0.000105	8.2e-05	2.4e-05	9.4e-05	0	0.000142	9.4e-05	8e-06	7.6e-05	4.7e-05	0	0	9.9e-05	5.8e-05	4.7e-05	3.4e-05	1e-05	0	1.4e-05	6.3e-05	0	1.8e-05	1.3e-05	0	0	0.000114	0.0	7e-06	1.6e-05	0	0	0	0	0
Denmark	0.105236	0.147923	0.072438	0.067397	0.049458	0.04104	0.035966	0.021287	0.043785	0.019923	0.03098	0.016659	0.026524	0.027314	0.017818	0.009441	0.01194	0.009648	0.009566	0.01224	0.013168	0.006165	0.013352	0.014376	0.01101	0.005327	0.006057	0.005928	0.002997	0.004524	0.006248	0.004738	0.005893	0.006267	0.005127	0.009091	0.012211	0.004881	0.003618	0.003397	0.003368	0.004909	0.00172	0.005958	0.007577	0.001765	0.004372	0.00105	0.001788	0.004902	0.002362	0.002371	0.001356	0.000186	0.002437	0.00115	0.000662	0.001461	0.000266	0.000409	0.000506	0.000825	0.001922	0.00117	0.001104	0.000664	0.000545	0.000175	0.000125	0.000797	0.000139	0.00069	0.000565	0.00093	0.000723	0.000436	0.000343	0.000768	0.000641	0.00065	0.000522	4.1e-05	0.000565	0.000651	0.000495	0.000488	0.000426	0.000579	0.000421	0.000157	0.002171	0.000398	0.000249	0.000834	0.000463	0.000482	0.000288	0.00031	2e-05	2.3e-05	4e-06	0.000454	0.000441	0.000142	0.000267	7e-06	0.000545	0.000119	0.000168	0.000214	0.000157	0.000194	0.00024	0.000208	2.7e-05	0.00067	0.000152	4.5e-05	0.000175	0.000129	2.4e-05	8e-05	8.2e-05	0.000152	5.8e-05	0	8.3e-05	0.00011	0	8e-06	5.1e-05	6.6e-05	6e-05	3.2e-05	3.2e-05	0	0	7.5e-05	2.2e-05	0	6.8e-05	9e-06	5e-06	2.3e-05	7.2e-05	0	1.7e-05	2.1e-05	0	1.4e-05	8e-06	0	5e-05	1.9e-05	0	0	0	0	0
Philippines	0.097468	0.1698	0.106725	0.06763	0.076603	0.01954	0.035065	0.030649	0.03736	0.030958	0.02751	0.0333	0.021331	0.011111	0.028382	0.006157	0.005618	0.007437	0.005365	0.012334	0.006079	0.002663	0.006369	0.013353	0.006928	0.007425	0.003417	0.007217	0.002527	0.00078	0.005554	0.002668	0.007648	0.005468	0.008485	0.004768	0.003491	0.005826	0.003701	0.00134	0.001277	0.004313	0.00794	0.002209	0.005999	0.002621	0.004076	0.000406	0.000828	0.002061	0.002061	0.001744	0.001335	4.1e-05	0.000986	0.000684	0.001439	0.000435	0.000168	0.000332	0.000414	0.001394	0.000895	0.001219	0.000556	0.000548	0.000746	6.9e-05	0.000145	0.000112	6.8e-05	0.000314	0.000255	0.000428	0.000367	0.000708	0.00038	5.1e-05	0.00033	0.000204	0.00158	6e-05	0.000404	0.000274	0.000314	0.000155	0.00029	0.000633	0.000297	9.1e-05	0.000131	0.000346	0	0.000232	0.000513	0.000802	0.000106	0.000146	5e-06	5e-06	0	0.000261	0.000461	0.000118	0.00016	0	0.00023	0.000464	6.7e-05	7.6e-05	0.000101	0.000116	0.000113	0.000148	0.00047	0.001122	5.7e-05	0.000238	0.000126	0.000184	8e-05	5.8e-05	2.4e-05	0.000191	5.5e-05	4e-06	6.9e-05	0	4.3e-05	0.001487	1.6e-05	7.6e-05	0.000187	1.2e-05	1.5e-05	0	0	3.6e-05	4e-06	0	1.2e-05	9e-06	5e-06	6.7e-05	2.1e-05	0	6.1e-05	2e-05	0	0.000128	0	4.3e-05	4e-05	2.5e-05	0	0	3.3e-05	0	0
Indonesia	0.097196	0.166257	0.105235	0.063538	0.067918	0.021629	0.035311	0.031101	0.03433	0.028169	0.023513	0.029312	0.015451	0.027253	0.029019	0.009346	0.007766	0.007474	0.005105	0.012576	0.007394	0.004811	0.004764	0.009753	0.009838	0.008328	0.006086	0.011106	0.002303	0.002185	0.006119	0.00314	0.005357	0.005007	0.006096	0.003839	0.003538	0.005758	0.00335	0.001468	0.00271	0.003815	0.007731	0.003137	0.006202	0.002891	0.00329	0.000653	0.001073	0.002516	0.00209	0.002094	0.001607	0.000543	0.001182	0.001036	0.001251	0.000295	0.00137	0.00056	0.000403	0.002372	0.0013	0.001033	0.000792	0.001471	0.000838	0.000101	0.000116	8.7e-05	6.1e-05	0.000283	0.000537	0.000574	0.000472	0.000802	0.00046	0.000309	0.000447	0.000266	0.001698	0.000181	0.000403	0.00048	0.000485	0.000193	0.001317	0.000417	0.000516	0.000117	0.000165	0.000284	5e-06	0.000516	0.000499	0.000723	0.00013	6.6e-05	1e-05	1.8e-05	0	0.000257	0.000431	0.000174	0.000253	0	0.000523	0.000292	8.4e-05	0.000134	0.000159	0.000156	0.0001	0.000127	0.000165	0.000481	2.1e-05	0.000192	0.000121	0.000225	2.2e-05	4.5e-05	2.3e-05	0.000296	5.3e-05	3e-06	5.3e-05	6.8e-05	4e-06	6.1e-05	1.7e-05	7.6e-05	4.9e-05	2.2e-05	2.8e-05	0	0.000159	6.6e-05	1.4e-05	0	1.5e-05	6e-06	0	4.9e-05	7.9e-05	0	2.8e-05	1.7e-05	0	1e-05	0	4e-06	4e-06	3.1e-05	0	0	0	0	0
Saudi Arabia	0.0781	0.116439	0.111466	0.081945	0.06299	0.02332	0.046261	0.034305	0.033775	0.024333	0.027274	0.029565	0.028408	0.014026	0.024915	0.017402	0.008714	0.013218	0.015933	0.014914	0.009443	0.005413	0.006358	0.015618	0.006599	0.005445	0.006246	0.00714	0.003135	0.002833	0.007285	0.002735	0.006325	0.005927	0.007483	0.004418	0.003114	0.008015	0.003414	0.00187	0.00269	0.004748	0.004448	0.002149	0.004708	0.002068	0.002198	0.000801	0.00363	0.00196	0.002861	0.002738	0.001771	8.1e-05	0.001249	0.001345	0.000924	0.000982	0.000844	0.000384	0.000381	0.001042	0.001296	0.00154	0.000976	0.001555	0.002456	0.000131	0.000203	0.000377	0.0001	0.001127	0.000484	0.000705	0.001414	0.000789	0.000666	0.000786	0.001277	0.000647	0.001005	9.2e-05	0.000792	0.000395	0.000473	0.001035	0.000213	0.000727	0.000514	7.8e-05	0.000208	0.000578	7.4e-05	0.000294	0.000397	0.00076	0.0005	0.000317	4.8e-05	0.000109	0	0.000593	0.000237	0.000237	0.000136	0	0.0002	0.000247	0.000326	0.000115	0.000122	0.000291	0.000166	8.4e-05	0.000272	0.000346	9e-06	0.00014	4.9e-05	0.000134	1.7e-05	0.000104	1.1e-05	9.7e-05	5.6e-05	2.4e-05	0.000135	0	0	6e-06	1.4e-05	3e-05	2.3e-05	2.8e-05	3e-05	0	0	4.9e-05	2.7e-05	1.4e-05	5.8e-05	1.6e-05	0	4.8e-05	3.4e-05	0	2.1e-05	2.2e-05	0	6.2e-05	3e-06	0	1.1e-05	2.2e-05	0	0	0	0	0
Turkey	0.092971	0.078606	0.095601	0.077484	0.064703	0.034817	0.056417	0.028074	0.02511	0.027236	0.017158	0.019659	0.007986	0.032773	0.025624	0.019666	0.014074	0.015466	0.028846	0.011146	0.01641	0.008658	0.006225	0.005663	0.007869	0.004636	0.010461	0.007076	0.002292	0.007408	0.005043	0.009134	0.004625	0.003762	0.00395	0.002959	0.006984	0.008533	0.005035	0.003694	0.005707	0.002073	0.001153	0.001846	0.002319	0.002054	0.005025	0.00233	0.004896	0.00259	0.003375	0.001147	0.002817	0.002427	0.001645	0.00141	0.001891	0.001505	0.000402	0.001126	0.00115	0.000818	0.001381	0.00371	0.001767	0.001474	0.002514	0.001723	0.000297	0.000889	0.000667	0.001268	0.0007	0.001104	0.001932	0.000384	0.000443	0.000481	0.001581	0.001648	6.2e-05	0.000272	0.001685	0.001407	0.00059	0.001445	0.001309	0.000667	0.000369	0.000601	0.000369	0.000514	0.000244	0.000419	0.000442	0.00111	0.000706	0.000432	0.000322	0.000759	0.000469	0.000253	0.000363	0.000721	0.000234	1.3e-05	0.000426	0.000143	0.000417	0.000508	0.000196	0.0009	0.0002	1.6e-05	3e-06	1.5e-05	5.9e-05	4.9e-05	0.000118	0.000126	1.4e-05	0.000367	0.000306	3.5e-05	2.5e-05	0.000133	0.000325	7.1e-05	3.8e-05	0	0.000104	9.2e-05	0.000593	6.7e-05	7.2e-05	0	0	6.3e-05	0.000205	6.3e-05	8.1e-05	4.3e-05	0.000558	4e-06	4.3e-05	0	1.5e-05	8e-06	0	7.6e-05	0	1.6e-05	4e-05	6e-06	0	0	0	4e-06	0
United States	0.088295	0.076525	0.108446	0.084794	0.065043	0.040183	0.040185	0.040739	0.031236	0.025423	0.019357	0.030927	0.035588	0.018106	0.014943	0.014359	0.009433	0.01974	0.009438	0.010247	0.011151	0.004462	0.012017	0.019405	0.010893	0.009304	0.012692	0.004071	0.001054	0.002667	0.00698	0.005643	0.008186	0.006998	0.006561	0.003531	0.007274	0.006209	0.005569	0.001816	0.004142	0.004806	0.004992	0.002189	0.003637	0.002951	0.002956	0.000636	0.001449	0.003449	0.002999	0.001654	0.002049	0.000243	0.001727	0.001096	0.001522	0.001185	0.000123	0.000177	0.000208	0.000623	0.002038	0.000969	0.001196	0.001344	0.000507	0.000138	5.4e-05	0.00033	3.9e-05	0.000664	0.000655	0.001029	0.000542	0.000276	0.000304	0.000115	0.000504	0.001047	0.000295	6e-06	0.000554	0.000619	0.000394	0.0005	0.00032	0.000937	0.001434	7.3e-05	0.000609	0.000644	8e-06	0.000449	0.000496	0.000419	0.0003	0.000421	2e-06	2e-06	0	0.000779	0.000405	0.000215	0.000203	0	0.000191	0.000239	0.000136	0.000321	5.8e-05	0.0004	0.000379	0.000265	9e-06	0.000444	5.5e-05	0.000176	5.1e-05	8.9e-05	1.6e-05	7.4e-05	9.4e-05	3.6e-05	2.3e-05	4e-06	9e-05	0	3.7e-05	5e-06	7.9e-05	9.9e-05	3.6e-05	2.2e-05	3.4e-05	0	0	5e-05	3.7e-05	0	7.3e-05	1e-05	0	1.9e-05	6.5e-05	0	1.7e-05	7e-06	0	1.7e-05	8e-06	0	9e-06	2.1e-05	0	0	0	0	0
Russian Federation	0.125548	0.065058	0.074464	0.086558	0.076377	0.034944	0.019429	0.029168	0.016362	0.036979	0.019904	0.015271	0.017583	0.012948	0.011437	0.016105	0.021435	0.014619	0.011594	0.010579	0.011388	0.020309	0.011401	0.007653	0.006171	0.01573	0.006469	0.009969	0.000885	0.011891	0.007274	0.005422	0.008727	0.006966	0.004575	0.004836	0.005303	0.001984	0.004908	0.004873	0.004245	0.00262	0.005422	0.002798	0.001584	0.005041	0.001775	0.003692	0.002075	0.003121	0.001585	0.004026	0.002269	0.001731	0.002474	0.004408	0.003378	0.004706	0.007094	0.001837	0.002794	0.000678	0.001946	0.001145	0.001892	0.001959	0.000534	0.000994	0.002554	0.003755	0.00308	0.001006	0.001181	0.001338	0.000665	0.000285	0.002922	0.002241	0.000919	0.000694	0.002745	0.00257	0.000806	0.000304	0.001914	0.000388	0.000748	0.00049	0.000535	0.000901	0.000775	0.000486	0.000772	0.000936	0.000487	0.000378	0.000639	0.000952	0.00039	0.000635	5.3e-05	0.000218	0.000231	0.000274	0.000519	0.000849	0.000155	0.000522	0.000192	6.4e-05	0.000383	0.000124	0.000164	0.000375	0.001243	4.4e-05	0.000239	0.000688	0.000308	0.00012	0.000207	5e-05	0.000137	7e-05	0.000379	0.000153	8.2e-05	0.0	0.000144	0	4.5e-05	7.9e-05	9e-06	9.8e-05	4.4e-05	7.3e-05	2.2e-05	7.9e-05	0.000417	0	6.5e-05	0.000192	0	0.000248	3.2e-05	0.000195	0.000291	5.2e-05	0.000339	1e-05	0.000145	1.5e-05	1e-05	3.9e-05	0	0	3e-05	0	0
Serbia	0.100217	0.078193	0.084995	0.084739	0.063049	0.041364	0.032671	0.029377	0.032747	0.02591	0.020411	0.018479	0.015361	0.0242	0.013096	0.016835	0.017109	0.016906	0.011919	0.01029	0.015515	0.011475	0.020747	0.009173	0.012722	0.009393	0.009066	0.008893	0.002242	0.007912	0.006116	0.00907	0.008532	0.006075	0.004944	0.004972	0.005669	0.004601	0.005758	0.003578	0.00424	0.00317	0.001839	0.003636	0.002631	0.003864	0.002663	0.003215	0.001963	0.002603	0.002292	0.000997	0.00284	0.00334	0.002794	0.00201	0.001887	0.002342	0.000904	0.001613	0.001072	0.000672	0.002572	0.001004	0.001728	0.001259	0.001505	0.001582	0.001121	0.001105	0.000727	0.000903	0.001199	0.001386	0.000756	0.000282	0.002252	0.00162	0.000736	0.0013	0.000293	0.000808	0.000613	0.000914	0.000725	0.000609	0.001312	0.000915	0.000851	0.000705	0.00066	0.000745	0.000585	0.000484	0.000502	0.00044	0.000348	0.000502	8.7e-05	0.000117	0.00063	0.000322	0.000331	0.000531	0.000317	8e-06	0.00062	0.000185	0.000224	0.00042	0.000187	0.000281	0.000223	0.000172	0	4e-06	0.000408	0.00014	0.00021	0.000111	1.6e-05	8.1e-05	0.000356	8.4e-05	0.00011	9.4e-05	9.3e-05	0.000149	0.0002	0	0.000124	0.00011	8.5e-05	0.000242	0.00012	7e-06	0	7.1e-05	7.7e-05	6.8e-05	7e-05	3e-05	0.0	1.4e-05	9.2e-05	0	2.3e-05	2.2e-05	4.2e-05	1.4e-05	5e-06	2e-05	7e-06	1.1e-05	0	0.0	0	0	0
Belarus	0.12298	0.062967	0.075889	0.084362	0.075638	0.033896	0.020305	0.030027	0.016456	0.038461	0.018567	0.015415	0.017188	0.011637	0.01183	0.01655	0.022619	0.014598	0.010791	0.010301	0.010648	0.022838	0.010008	0.007306	0.006163	0.015291	0.00593	0.009118	0.000795	0.012163	0.007071	0.00534	0.00802	0.00701	0.004476	0.005059	0.004567	0.002308	0.00505	0.004545	0.003857	0.002494	0.00588	0.002164	0.001702	0.004913	0.001749	0.004062	0.002145	0.002741	0.00141	0.003476	0.002161	0.002596	0.002299	0.004954	0.003193	0.00486	0.010538	0.002997	0.004529	0.00108	0.002015	0.001167	0.001874	0.002042	0.000491	0.001532	0.003123	0.004024	0.002934	0.000943	0.001214	0.001256	0.000793	0.0003	0.002835	0.00164	0.000926	0.000592	0.003422	0.00275	0.000695	0.000276	0.002064	0.000432	0.000678	0.000499	0.000448	0.000855	0.000804	0.000472	0.001068	0.000675	0.00048	0.000382	0.000483	0.001009	0.000319	0.000745	0.000321	0.000226	0.000214	0.000275	0.000524	0.001051	0.000127	0.00057	0.000206	6.8e-05	0.000459	0.000121	0.000163	0.000371	0.001326	6e-06	0.000252	0.000937	0.000337	0.00012	0.000411	5.7e-05	6.2e-05	6.3e-05	0.000323	0.000111	7.9e-05	2e-05	0.000156	0	3.7e-05	5.9e-05	1.1e-05	0.000107	5e-05	0.000158	4.1e-05	7.4e-05	0.000376	0	5.4e-05	0.000211	5.8e-05	0.00033	2.8e-05	0.000223	0.000403	6e-05	0.000221	1.4e-05	0.000147	2.5e-05	8e-06	3.7e-05	0	1e-06	0	0	0
Croatia	0.116072	0.081068	0.08225	0.070088	0.064601	0.045413	0.032666	0.030128	0.027172	0.029217	0.01993	0.016994	0.017005	0.017321	0.013355	0.012388	0.019614	0.014854	0.009264	0.009641	0.015264	0.012387	0.019824	0.00973	0.010973	0.014898	0.00935	0.008637	0.002602	0.008947	0.005583	0.009243	0.007553	0.005462	0.004578	0.007111	0.006285	0.004157	0.006748	0.003166	0.00472	0.003438	0.002514	0.003363	0.002419	0.006178	0.002753	0.003577	0.001386	0.002742	0.002696	0.001122	0.002005	0.003017	0.002736	0.002149	0.002477	0.002316	0.000899	0.001938	0.00174	0.000735	0.002479	0.000794	0.002026	0.001278	0.001668	0.000909	0.00058	0.001095	0.001116	0.000879	0.002602	0.001458	0.00049	0.000306	0.001822	0.001097	0.000486	0.000914	0.00022	0.000889	0.00025	0.000589	0.00078	0.00037	0.000867	0.000731	0.000979	0.000821	0.000737	0.000719	0.000691	0.000554	0.000508	0.000324	0.000346	0.000468	3e-05	0.000283	0.000597	0.000442	0.000324	0.000327	0.000365	4.7e-05	0.000221	0.000235	0.000153	0.000262	0.000211	0.000313	0.000264	0.000668	0	5e-06	0.000386	0.000166	0.00022	0.000103	0.000223	5.5e-05	0.000196	9.5e-05	0.000106	6.8e-05	7.4e-05	0.000171	0.000192	0	0.000134	0.000112	1.9e-05	9.1e-05	0.000254	0	1e-06	7.9e-05	7.8e-05	0	6.5e-05	3.2e-05	1e-06	1.8e-05	6.3e-05	6e-06	2.1e-05	2e-05	1.9e-05	9.3e-05	0.000687	1.4e-05	3e-06	1.1e-05	0	0.0	0	0	0
Finland	0.118529	0.125378	0.050304	0.068718	0.049172	0.03507	0.019871	0.015336	0.018015	0.025073	0.031358	0.011923	0.037213	0.009144	0.007974	0.009175	0.023292	0.009014	0.009722	0.015137	0.008168	0.026827	0.008573	0.02018	0.005852	0.012627	0.005517	0.005753	0.002076	0.017063	0.007443	0.011323	0.005869	0.005817	0.004885	0.008492	0.003389	0.001597	0.004804	0.004897	0.003946	0.002967	0.00383	0.003014	0.002718	0.005275	0.00215	0.008173	0.001387	0.001467	0.001836	0.005099	0.00119	0.005927	0.002797	0.002792	0.000673	0.002883	0.00517	0.005865	0.008989	0.003392	0.001149	0.001073	0.001177	0.000977	0.000526	0.003034	0.003061	0.003231	0.00511	0.000835	0.001515	0.001028	0.000506	0.000531	0.001884	0.000762	0.000473	0.000604	0.001605	0.002496	0.000535	0.00031	0.001043	0.000368	0.000369	0.000505	0.001101	0.001326	0.000708	0.000433	0.001774	0.000649	0.000442	0.000498	0.000365	0.000504	2.1e-05	0.000109	0.000916	0.000356	0.000761	9.2e-05	0.000384	0.00216	7.4e-05	0.00021	0.000125	0.000119	0.001149	0.000177	0.000222	0.000579	7e-06	0.000337	0.000397	0.000274	0.00063	0.000952	0.00145	6.9e-05	0.000103	0.000141	0.000195	1.9e-05	8.8e-05	0.000223	0.000211	0	0.000123	0.000126	6.3e-05	0.000213	0.000307	0.000797	0.000241	4.6e-05	0.000104	0	3.9e-05	9e-05	9.4e-05	4.7e-05	2.6e-05	0.000225	4.8e-05	4.6e-05	0	6e-06	9e-06	4.9e-05	8e-06	2.2e-05	1.9e-05	6e-06	0	0	4e-06
Japan	0.155546	0.164099	0.056567	0.070389	0.062297	0.034817	0.022657	0.019147	0.024818	0.022343	0.021925	0.008618	0.008995	0.034369	0.011663	0.01224	0.011819	0.014924	0.006533	0.006265	0.009636	0.00968	0.012092	0.007853	0.016377	0.01714	0.007113	0.006921	0.001008	0.007139	0.004054	0.008243	0.004526	0.003632	0.004887	0.003537	0.004806	0.000946	0.002862	0.008911	0.003391	0.002081	0.003917	0.003798	0.003646	0.004596	0.003376	0.002423	0.000812	0.001733	0.001929	0.003813	0.00149	0.001606	0.002688	0.001169	0.002627	0.001897	0.000737	0.000725	0.000608	0.00071	0.001754	0.000279	0.000895	0.002264	0.00024	0.000146	0.000158	0.000423	0.001351	0.000946	0.000407	0.00103	0.000197	0.000674	0.000556	0.001578	0.000901	0.001349	0.000497	0.000853	0.00045	0.002239	0.000762	0.000112	0.001616	0.000838	0.000923	0.000936	0.000582	0.00071	0.000194	0.001074	0.000585	0.000988	0.000908	0.000428	0	4.8e-05	2.5e-05	5.7e-05	0.000204	0.000338	0.000438	1.8e-05	0.000828	8.7e-05	2.8e-05	0.000845	0.000372	0.000192	0.000138	0.000346	2.4e-05	4e-06	3.4e-05	0.000438	0.000212	0.000231	3.8e-05	3.6e-05	0.00042	0.000842	0.000139	2.1e-05	3.8e-05	3.1e-05	0	0	0.000144	0.000514	0.000315	7.5e-05	1.7e-05	0	2e-06	6.7e-05	0.000134	7e-06	5.3e-05	0.00063	2.9e-05	5.6e-05	0.000193	0	7.7e-05	1.9e-05	6.6e-05	2e-05	0	0	7e-06	1.8e-05	0	0	0	0	0
